Unnamed: 0,IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ReservationStatusDate,Total Guest,HasChildren,HasBabies,Total Stay Duration,Revenue,TotalPreviousBookings,CancellationRate,BookingChangeRate
72,0,2,2015,July,27,3,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,91.5,0,0,Check-Out,2015-07-05,2,0,0,2,183.0,0,0.0,0.0
73,0,15,2015,July,27,3,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,114.5,0,0,Check-Out,2015-07-05,2,0,0,2,229.0,0,0.0,0.0
74,1,51,2015,July,27,3,0,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,110.3,0,0,Canceled,2015-06-09,3,0,0,2,220.6,0,0.0,0.0
75,0,3,2015,July,27,3,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,90.9,1,0,Check-Out,2015-07-06,2,0,0,3,272.70000000000005,0,0.0,0.0
76,1,48,2015,July,27,3,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,123.0,0,0,Canceled,2015-05-26,2,0,0,3,369.0,0,0.0,0.0
77,0,2,2015,July,27,3,2,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,122.0,0,0,Check-Out,2015-07-07,1,0,0,4,488.0,0,0.0,0.0
78,0,72,2015,July,27,3,2,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,110.7,1,0,Check-Out,2015-07-07,2,0,0,4,442.8,0,0.0,0.0
79,0,81,2015,July,27,3,2,6,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,85.86,0,0,Check-Out,2015-07-11,3,0,0,8,686.88,0,0.0,0.0
80,0,99,2015,July,27,3,2,7,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,58.95,0,0,Check-Out,2015-07-12,2,0,0,9,530.5500000000001,0,0.0,0.0
81,1,368,2015,July,27,3,3,7,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,55.68,0,0,Canceled,2015-05-19,2,0,0,10,556.8,0,0.0,0.0
82,0,364,2015,July,27,3,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,55.68,0,0,Check-Out,2015-07-13,2,0,0,10,556.8,0,0.0,0.0
83,1,81,2015,July,27,3,3,7,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,0,Transient,124.0,0,1,Canceled,2015-06-09,2,0,0,10,1240.0,0,0.0,0.024390243902439
84,0,99,2015,July,27,3,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,111.15,0,0,Check-Out,2015-07-13,2,0,0,10,1111.5,0,0.0,0.0
85,0,324,2015,July,27,3,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,134.73,0,0,Check-Out,2015-07-17,2,0,0,14,1886.22,0,0.0,0.0
86,0,69,2015,July,27,3,4,10,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,0,Transient,92.45,0,1,Check-Out,2015-07-17,2,0,0,14,1294.3,0,0.0,0.0142857142857142
87,1,79,2015,July,27,3,6,15,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108.73,0,2,Canceled,2015-04-15,3,1,0,21,2283.33,0,0.0,0.0
88,0,12,2015,July,27,3,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,73.8,0,0,Check-Out,2015-07-04,2,0,0,1,73.8,0,0.0,0.0
89,0,9,2015,July,27,3,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,98.0,1,2,Check-Out,2015-07-04,2,0,0,1,98.0,0,0.0,0.0
90,0,1,2015,July,27,3,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,131.0,0,1,Check-Out,2015-07-04,2,0,0,1,131.0,0,0.0,0.0
91,0,21,2015,July,27,3,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,123.0,0,0,Check-Out,2015-07-04,2,0,0,1,123.0,0,0.0,0.0
92,0,9,2015,July,27,3,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,94.71,0,0,Check-Out,2015-07-04,2,0,0,1,94.71,0,0.0,0.0
93,0,109,2015,July,27,3,0,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,123.0,0,2,Check-Out,2015-07-04,2,0,0,1,123.0,0,0.0,0.0
94,1,109,2015,July,27,3,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,123.0,0,1,Canceled,2015-05-26,2,0,0,2,246.0,0,0.0,0.0
95,1,72,2015,July,27,3,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,73.8,0,1,Canceled,2015-06-29,2,0,0,2,147.6,0,0.0,0.0
96,1,63,2015,July,27,3,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,117.0,0,1,Canceled,2015-05-13,2,0,0,7,819.0,0,0.0,0.0
97,0,63,2015,July,27,3,2,5,3,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,196.54,0,1,Check-Out,2015-07-10,3,0,0,7,1375.78,0,0.0,0.0
98,0,101,2015,July,27,3,2,5,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,99.3,1,2,Check-Out,2015-07-10,3,1,0,7,695.1,0,0.0,0.0
99,0,102,2015,July,27,3,2,5,2,0,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,90.95,0,0,Check-Out,2015-07-10,2,0,0,7,636.65,0,0.0,0.0
100,0,4,2015,July,27,4,2,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,C,0,No Deposit,0,Transient,92.67,0,1,Check-Out,2015-07-07,2,0,0,3,278.01,0,0.0,0.0
101,0,98,2015,July,27,4,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,71.55,1,0,Check-Out,2015-07-07,2,0,0,3,214.65,0,0.0,0.0
102,0,92,2015,July,27,4,2,4,1,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,96.49,0,2,Check-Out,2015-07-10,3,1,0,6,578.9399999999999,0,0.0,0.0
103,0,95,2015,July,27,4,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,85.8,1,2,Check-Out,2015-07-10,2,0,0,6,514.8,0,0.0,0.0
104,0,102,2015,July,27,4,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,96.3,0,1,Check-Out,2015-07-11,2,0,0,7,674.1,0,0.0,0.0
105,1,26,2015,July,27,4,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,163.0,0,0,Canceled,2015-06-09,4,1,0,7,1141.0,0,0.0,0.0
106,1,73,2015,July,27,4,2,5,3,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,172.0,0,1,Canceled,2015-05-20,3,0,0,7,1204.0,0,0.0,0.0
107,1,102,2015,July,27,4,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,110.7,0,1,Canceled,2015-04-22,2,0,0,7,774.9,0,0.0,0.0
108,0,115,2015,July,27,4,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,58.95,0,1,Check-Out,2015-07-11,2,0,0,7,412.65,0,0.0,0.0
109,0,102,2015,July,27,4,2,5,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,73.8,0,2,Check-Out,2015-07-11,3,0,1,7,516.6,0,0.0,0.0
110,0,86,2015,July,27,4,2,5,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,97.0,0,2,Check-Out,2015-07-11,2,0,0,7,679.0,0,0.0,0.0
111,0,78,2015,July,27,4,2,5,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,0,Transient,139.0,0,2,Check-Out,2015-07-11,3,0,1,7,973.0,0,0.0,0.0
112,0,52,2015,July,27,4,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,67.24,0,0,Check-Out,2015-07-11,2,0,0,7,470.68,0,0.0,0.0
113,0,29,2015,July,27,4,2,6,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,116.5,0,1,Check-Out,2015-07-12,3,0,0,8,932.0,0,0.0,0.0
114,1,101,2015,July,27,4,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,96.3,0,1,Canceled,2015-05-12,2,0,0,8,770.4,0,0.0,0.0
115,0,109,2015,July,27,4,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,123.0,0,1,Check-Out,2015-07-12,2,0,0,8,984.0,0,0.0,0.0
116,0,92,2015,July,27,4,4,6,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,71.55,0,1,Check-Out,2015-07-14,2,0,0,10,715.5,0,0.0,0.0
117,0,92,2015,July,27,4,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,71.55,0,1,Check-Out,2015-07-14,2,0,0,10,715.5,0,0.0,0.0
118,0,79,2015,July,27,4,4,6,2,1,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,0,Transient,149.0,0,1,Check-Out,2015-07-14,3,1,0,10,1490.0,0,0.0,0.0125
119,0,2,2015,July,27,4,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,G,1,No Deposit,0,Transient,163.0,1,0,Check-Out,2015-07-05,4,1,0,1,163.0,0,0.0,0.3333333333333333
120,0,30,2015,July,27,4,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,C,0,No Deposit,0,Contract,79.5,0,0,Check-Out,2015-07-05,2,0,0,1,79.5,0,0.0,0.0
121,1,51,2015,July,27,4,0,1,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,105.0,0,0,Canceled,2015-05-29,1,0,0,1,105.0,0,0.0,0.0
122,1,36,2015,July,27,4,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,E,G,1,No Deposit,0,Transient,123.0,0,0,No-Show,2015-07-04,1,0,0,1,123.0,0,0.0,0.027027027027027
